"user_pk","id","review_count","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","V34"
218,"chil****","26","괴물","하이-라이즈","디스트릭트 9","브이 포 벤데타","크로니클","푸시","초능력자","미션 투 마스","혹성탈출: 반격의 서막","트랜센던스","강철중: 공공의 적 1-1","코어","엑스맨: 퍼스트 클래스","심연","2012","월드워Z","미스터 고","고","블레이드 러너","신 고질라","은밀하게 위대하게","리얼 스틸","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","엘리시움","설국열차","간첩","헬보이 2: 골든 아미",NA
226,"pine****","53","강철중: 공공의 적 1-1","킬 빌 - 2부","로드 오브 워","트레이닝 데이","옹박 - 두번째 미션","퍼펙트","사보타지","데드폴","폴리스 스토리 2014","분노의 질주: 언리미티드","무간도 2 - 혼돈의 시대","히트","리클레임","폭력의 역사","뷰티풀 선데이","쓰리데이즈 투 킬","테이큰","닌자 어쌔신","콘트라밴드","니드 포 스피드","씬 시티","호스티지","프레셔스 카고 : 프로 범죄단","이지 머니","맨 온 파이어","마이애미 바이스","첩혈쌍웅","힛쳐","더 웨이브","어카운턴트",NA
234,"rich****","56","코어","엑스맨: 퍼스트 클래스","심연","2012","월드워Z","아포칼립토","감기","올 이즈 로스트","정복자 1453","신해혁명","가디언","하트 오브 더 씨","천하칠검 양가장","드래곤 블레이드","LA 대지진","7인의 사무라이","생텀","로스트 인 스페이스","포세이돈","폼페이: 최후의 날","쏜다","동창생","탑 건","파이트 클럽","알투비:리턴투베이스","역도산","록키 발보아","화이트 하우스 다운","무적자","더 레슬러",NA
236,"0119****","71","괴물","헬보이 2: 골든 아미","박치기!","핸콕","몬테 크리스토 백작","강철중: 공공의 적 1-1","쏜다","아마겟돈","왓치맨","폼페이: 최후의 날","타이탄","헌츠맨: 윈터스 워","토르: 천둥의 신","섀도우 헌터스 : 뼈의 도시","콘스탄틴","미스터 고","고","은밀하게 위대하게","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","간첩","수면의 과학","투건스","패밀리 맨","노킹 온 헤븐스 도어","자토이치","불이신탐","사랑과 영혼",NA
237,"davi****","84","쏜다","괴물","헬보이 2: 골든 아미","투건스","노킹 온 헤븐스 도어","자토이치","불이신탐","거북이 달린다","미스터 고","고","은밀하게 위대하게","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","간첩","강철중: 공공의 적 1-1","핸콕","박치기!","다즐링 주식회사","창문넘어 도망친 100세 노인","문라이즈 킹덤","미스 리틀 선샤인","버킷 리스트 - 죽기 전에 꼭 하고 싶은 것들","버니드롭","댄싱퀸","찰리 윌슨의 전쟁","그레이트 뷰티","라디오 스타","적과의 동침",NA
248,"hanb****","77","동창생","탑 건","파이트 클럽","알투비:리턴투베이스","역도산","록키 발보아","화이트 하우스 다운","무적자","더 레슬러","동사서독 리덕스","암살","협녀 칼의 기억","베를린","황혼의 사무라이","우는 남자","강남 1970","천하제일검","무림쟁패: 황제암살단","의형제","표적","워리어","글래디에이터","러시 : 더 라이벌","정무문 : 100대 1의 전설","엽문","서울","아나키스트","대한민국 1%","스톤","전설의 주먹",NA
250,"seok****","84","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트","스푹스:MI5","신의 전사","배틀로얄","강철중: 공공의 적 1-1","아마겟돈","동창생","탑 건",NA
252,"dbsw****","94","동창생","탑 건","파이트 클럽","알투비:리턴투베이스","역도산","록키 발보아","화이트 하우스 다운","무적자","더 레슬러","동사서독 리덕스","암살","협녀 칼의 기억","베를린","황혼의 사무라이","우는 남자","강남 1970","천하제일검","무림쟁패: 황제암살단","의형제","표적","워리어","글래디에이터","러시 : 더 라이벌","정무문 : 100대 1의 전설","엽문","서울","아나키스트","대한민국 1%","스톤","전설의 주먹",NA
261,"kkam****","41","박치기!","미스터 고","고","은밀하게 위대하게","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","간첩","강철중: 공공의 적 1-1","아마겟돈","괴물","투건스","노킹 온 헤븐스 도어","자토이치","불이신탐","쏜다","거북이 달린다","하이-라이즈","디스트릭트 9","브이 포 벤데타","크로니클","푸시","초능력자","미션 투 마스","혹성탈출: 반격의 서막","트랜센던스","헬보이 2: 골든 아미","황후花","쉬리",NA
266,"tall****","38","타이탄","헌츠맨: 윈터스 워","토르: 천둥의 신","섀도우 헌터스 : 뼈의 도시","생텀","포세이돈","비치","1492 콜럼버스","정글북","레버넌트: 죽음에서 돌아온 자","하늘을 걷는 남자","연가시","해운대","10000 BC","꾸뻬씨의 행복여행","벤허","마르셀의 여름","캐스트 어웨이","아폴로 13","코어","엑스맨: 퍼스트 클래스","심연","2012","월드워Z","괴물","월터의 상상은 현실이 된다","에베레스트","잭 더 자이언트 킬러","아포칼립토","감기",NA
272,"leen****","42","박치기!","더 웨이브","황후花","미스터 고","고","쉬리","말죽거리 잔혹사","어카운턴트","더 레블 - 영웅의 피","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","나는 야한 여자가 좋다","은밀하게 위대하게","썸 오브 올 피어스","샌 안드레아스","더블 타겟","개들의 전쟁","투어리스트","덩크 슛","감자 심포니","머큐리","제로 다크 서티","언스토퍼블","미친개들","조선미녀삼총사","타워링","나이트 플라이트",NA
289,"sksd****","50","박치기!","미스터 고","고","은밀하게 위대하게","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","간첩","투건스","노킹 온 헤븐스 도어","자토이치","불이신탐","거북이 달린다","강철중: 공공의 적 1-1","황후花","쉬리","말죽거리 잔혹사","더 레블 - 영웅의 피","나는 야한 여자가 좋다","불꽃처럼 나비처럼","겟 썸","천장지구","정무문","장고:분노의 추적자","쏜다","핸콕","인 디 에어","실버라이닝 플레이북","시럽",NA
290,"rkdt****","88","강철중: 공공의 적 1-1","괴물","투건스","노킹 온 헤븐스 도어","자토이치","불이신탐","쏜다","거북이 달린다","미스터 고","고","은밀하게 위대하게","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","간첩","몬테 크리스토 백작","이탈리안 잡","식스틴 블럭","폭풍 속으로","헬보이 2: 골든 아미","박치기!","킬 빌 - 2부","로드 오브 워","트레이닝 데이","옹박 - 두번째 미션","퍼펙트","사보타지","데드폴","폴리스 스토리 2014",NA
294,"kenn****","42","아마겟돈","몬테 크리스토 백작","코어","엑스맨: 퍼스트 클래스","심연","2012","월드워Z","하이-라이즈","디스트릭트 9","브이 포 벤데타","크로니클","푸시","초능력자","생텀","미션 투 마스","혹성탈출: 반격의 서막","트랜센던스","포세이돈","괴물","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","폴링 스노우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟",NA
309,"ekdu****","30","강철중: 공공의 적 1-1","괴물","투건스","노킹 온 헤븐스 도어","자토이치","불이신탐","거북이 달린다","킬 빌 - 2부","로드 오브 워","트레이닝 데이","옹박 - 두번째 미션","퍼펙트","사보타지","데드폴","폴리스 스토리 2014","분노의 질주: 언리미티드","무간도 2 - 혼돈의 시대","히트","리클레임","폭력의 역사","뷰티풀 선데이","쓰리데이즈 투 킬","테이큰","닌자 어쌔신","콘트라밴드","니드 포 스피드","씬 시티","호스티지","프레셔스 카고 : 프로 범죄단","이지 머니",NA
313,"anna****","44","박치기!","황후花","쉬리","말죽거리 잔혹사","더 레블 - 영웅의 피","나는 야한 여자가 좋다","불꽃처럼 나비처럼","겟 썸","천장지구","정무문","장고:분노의 추적자","폼페이: 최후의 날","인 디 에어","실버라이닝 플레이북","시럽","스턱 인 러브","500일의 썸머","터미널","왓 이프","이프 온리","카페 소사이어티","캐쉬백","내 깡패 같은 애인","도쿄 택시","아티스트","엽기적인 그녀","스위트 보이스","들어는 봤니? 모건 부부","매직 인 더 문라이트","로마의 휴일",NA
321,"gkst****","83","괴물","콘스탄틴","왓치맨","신들의 전쟁","소림사 2014","중천","헝거게임 : 판엠의 불꽃","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트",NA
329,"bles****","36","필라델피아","부러진 화살","다가오는 것들","노이 알비노이","릴리 슈슈의 모든 것","해안선","에곤 쉴레: 욕망이 그린 그림","내 인생의 마지막 변화구","푸른소금","플레이","나의 독재자","산다","디어리스트","뷰티풀 라이","아리아","오직 그대만","피아니스트","별이 빛나는 밤","천국의 책방 - 연화","타인의 멜로디","밤과 낮","설행_눈길을 걷다","도쿄!","오아시스","열한번째 엄마","다른나라에서","셀마","삼나무에 내리는 눈","허브","하류인생",NA
332,"muse****","63","더 테러 라이브","제3의 사나이","K-19 위도우메이커","스트레인저랜드","더 트루스: 무언의 제보자","몽타주","탐엣더팜","인터프리터","플라이트플랜","퍼스널 쇼퍼","퍼펙트 스톰","파괴된 사나이","모스트 원티드 맨","패트리어트 데이","감출 수 없는 본능-몰카","언싱커블","오픈 워터","감금의 시간","밀레니엄 : 여자를 증오한 남자들","감옥정사","아버지의 이름으로","스파이 브릿지","폭스캐처","의뢰인","더 파이브","버진 스노우","케이티","친절한 금자씨","시크릿","얼굴도둑",NA
338,"gpal****","30","쏜다","미스터 고","고","은밀하게 위대하게","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","간첩","생텀","포세이돈","아포칼립토","감기","올 이즈 로스트","정복자 1453","신해혁명","가디언","하트 오브 더 씨","천하칠검 양가장","드래곤 블레이드","LA 대지진","7인의 사무라이","강철중: 공공의 적 1-1","괴물","동창생","탑 건","파이트 클럽","알투비:리턴투베이스","역도산","록키 발보아",NA
341,"wooo****","28","강철중: 공공의 적 1-1","펄프 픽션","작전","타짜","이탈리안 잡","식스틴 블럭","폭풍 속으로","와일드 테일즈: 참을 수 없는 순간","테일러 오브 파나마","킬 빌 - 2부","로드 오브 워","트레이닝 데이","옹박 - 두번째 미션","퍼펙트","로드 투 퍼디션","사보타지","데드폴","폴리스 스토리 2014","분노의 질주: 언리미티드","무간도 2 - 혼돈의 시대","히트","리클레임","노인을 위한 나라는 없다","폭력의 역사","뷰티풀 선데이","쓰리데이즈 투 킬","생텀","테이큰","닌자 어쌔신","콘트라밴드",NA
351,"lieb****","34","스프링 브레이커스","빅 화이트","블링 링","걸스카우트","3인의 사기단: 진범을 찾아라","스팅","번 애프터 리딩","더 울프 오브 월 스트리트","필스","버니드롭","댄싱퀸","찰리 윌슨의 전쟁","그레이트 뷰티","라디오 스타","적과의 동침","소원택시","엠파이어 레코드","울학교 이티","네 얼간이","좋지 아니한가","굿바이 레닌","관능의 법칙","내겐 너무 사랑스러운 그녀","어바웃 어 보이","수상한 고객들","남쪽으로 튀어","낮술","인 굿 컴퍼니","슈퍼맨이었던 사나이","브라보 마이 라이프",NA
356,"hyou****","33","동창생","탑 건","파이트 클럽","알투비:리턴투베이스","역도산","록키 발보아","화이트 하우스 다운","무적자","더 레슬러","동사서독 리덕스","암살","협녀 칼의 기억","베를린","황혼의 사무라이","우는 남자","강남 1970","천하제일검","무림쟁패: 황제암살단","의형제","표적","워리어","글래디에이터","러시 : 더 라이벌","정무문 : 100대 1의 전설","엽문","서울","아나키스트","대한민국 1%","스톤","전설의 주먹",NA
357,"dksg****","28","헬보이 2: 골든 아미","괴물","타이탄","헌츠맨: 윈터스 워","토르: 천둥의 신","섀도우 헌터스 : 뼈의 도시","쏜다","아포칼립토","감기","올 이즈 로스트","정복자 1453","신해혁명","가디언","하트 오브 더 씨","천하칠검 양가장","드래곤 블레이드","LA 대지진","7인의 사무라이","로스트 인 스페이스","핸콕","미스터 고","고","신들의 전쟁","은밀하게 위대하게","개들의 전쟁","소림사 2014","덩크 슛","감자 심포니","조선미녀삼총사","중천",NA
358,"lala****","62","아마겟돈","박치기!","더 웨이브","황후花","쉬리","말죽거리 잔혹사","어카운턴트","더 레블 - 영웅의 피","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","나는 야한 여자가 좋다","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","불꽃처럼 나비처럼","겟 썸","볼케이노","크림슨 타이드","천장지구","메카닉",NA
361,"haes****","50","괴물","생텀","포세이돈","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트","스푹스:MI5","신의 전사","배틀로얄","콘스탄틴",NA
365,"mono****","82","폼페이: 최후의 날","몬테 크리스토 백작","아마겟돈","박치기!","황후花","쉬리","말죽거리 잔혹사","더 레블 - 영웅의 피","나는 야한 여자가 좋다","불꽃처럼 나비처럼","겟 썸","천장지구","정무문","장고:분노의 추적자","필라델피아","부러진 화살","다가오는 것들","노이 알비노이","릴리 슈슈의 모든 것","해안선","에곤 쉴레: 욕망이 그린 그림","내 인생의 마지막 변화구","푸른소금","플레이","나의 독재자","산다","디어리스트","뷰티풀 라이","아리아","오직 그대만",NA
370,"bill****","25","콘스탄틴","왓치맨","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","신들의 전쟁","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","소림사 2014","머큐리","제로 다크 서티","언스토퍼블","미친개들","중천","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트","헝거게임 : 판엠의 불꽃","스푹스:MI5",NA
371,"beau****","78","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트","스푹스:MI5","신의 전사","배틀로얄","박치기!","강철중: 공공의 적 1-1","미스터 고","고",NA
381,"joll****","33","이탈리안 잡","식스틴 블럭","폭풍 속으로","도둑들","나는 아빠다","자바히트:살인면허","갱스 오브 뉴욕","레전드","나의 절친 악당들","테이큰 2","데스 위시","나에게 오라","4 브라더스","로우리스 : 나쁜 영웅들","인사동 스캔들","가디언스","나쁜 녀석들","친구","아저씨","완전범죄 프로젝트","종횡사해","레옹","마영정: 상해야인시대","강철중: 공공의 적 1-1","킬 빌 - 2부","로드 오브 워","트레이닝 데이","옹박 - 두번째 미션","퍼펙트","사보타지",NA
