"user_pk","id","그리스_prefer","그리스_credit","그리스_count","네덜란드_prefer","네덜란드_credit","네덜란드_count","노르웨이_prefer","노르웨이_credit","노르웨이_count","뉴질랜드_prefer","뉴질랜드_credit","뉴질랜드_count","대만_prefer","대만_credit","대만_count","덴마크_prefer","덴마크_credit","덴마크_count","독일_prefer","독일_credit","독일_count","독일.구.서독._prefer","독일.구.서독._credit","독일.구.서독._count","러시아.연방_prefer","러시아.연방_credit","러시아.연방_count","루마니아_prefer","루마니아_credit","루마니아_count","말레이지아_prefer","말레이지아_credit","말레이지아_count","멕시코_prefer","멕시코_credit","멕시코_count","몽골_prefer","몽골_credit","몽골_count","미국_prefer","미국_credit","미국_count","베네수엘라_prefer","베네수엘라_credit","베네수엘라_count","베트남_prefer","베트남_credit","베트남_count","벨기에_prefer","벨기에_credit","벨기에_count","북한_prefer","북한_credit","북한_count","브라질_prefer","브라질_credit","브라질_count","스웨덴_prefer","스웨덴_credit","스웨덴_count","스위스_prefer","스위스_credit","스위스_count","스페인_prefer","스페인_credit","스페인_count","아르헨티나_prefer","아르헨티나_credit","아르헨티나_count","아이슬란드_prefer","아이슬란드_credit","아이슬란드_count","아일랜드_prefer","아일랜드_credit","아일랜드_count","에스토니아_prefer","에스토니아_credit","에스토니아_count","영국_prefer","영국_credit","영국_count","오스트레일리아_prefer","오스트레일리아_credit","오스트레일리아_count","오스트리아_prefer","오스트리아_credit","오스트리아_count","우크라이나_prefer","우크라이나_credit","우크라이나_count","이란_prefer","이란_credit","이란_count","이탈리아_prefer","이탈리아_credit","이탈리아_count","인도_prefer","인도_credit","인도_count","인도네시아_prefer","인도네시아_credit","인도네시아_count","일본_prefer","일본_credit","일본_count","중국_prefer","중국_credit","중국_count","체코_prefer","체코_credit","체코_count","칠레_prefer","칠레_credit","칠레_count","캐나다_prefer","캐나다_credit","캐나다_count","콜롬비아_prefer","콜롬비아_credit","콜롬비아_count","태국_prefer","태국_credit","태국_count","터키_prefer","터키_credit","터키_count","페루_prefer","페루_credit","페루_count","폴란드_prefer","폴란드_credit","폴란드_count","푸에르토리코_prefer","푸에르토리코_credit","푸에르토리코_count","프랑스_prefer","프랑스_credit","프랑스_count","핀란드_prefer","핀란드_credit","핀란드_count","한국_prefer","한국_credit","한국_count","헝가리_prefer","헝가리_credit","헝가리_count","홍콩_prefer","홍콩_credit","홍콩_count"
12328,"ralr****",NA,NA,NA,0.306,0,1,0.306,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462,0.72,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427,0.208,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,0,1,NA,NA,NA,0.601,0.72,11,NA,NA,NA,NA,NA,NA
12349,"mond****",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.794,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553,0.762,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.794,0,1,0.009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275,0,1,0.404,0,1,NA,NA,NA,NA,NA,NA,0.794,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.191,2,NA,NA,NA,0.434,0.725,14,NA,NA,NA,NA,NA,NA
12354,"kim9****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,0.796,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269,0.754,13,NA,NA,NA,0.708,0,1
12370,"gund****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.786,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,0.778,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424,0.82,21,NA,NA,NA,NA,NA,NA
12377,"alph****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233,0,1,NA,NA,NA,NA,NA,NA,0.763,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,0.689,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,1,NA,NA,NA,0.44,0.287,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,1,NA,NA,NA,NA,NA,NA,0.666,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611,0.181,2,NA,NA,NA,0.524,0.807,22,NA,NA,NA,NA,NA,NA
12385,"mali****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.83,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.684,0.192,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,0,1,0.385,0,1,NA,NA,NA,NA,NA,NA,0.628,0,1,NA,NA,NA,0.182,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628,0,1,NA,NA,NA,0.47,0.638,10,NA,NA,NA,NA,NA,NA
12397,"oooo****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364,0.323,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.204,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781,0.204,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781,0,1,NA,NA,NA,0.457,0.895,21,NA,NA,NA,NA,NA,NA
12417,"henr****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661,0.705,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734,0.197,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,0.82,18,NA,NA,NA,NA,NA,NA
12457,"taek****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538,0.678,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0.178,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0,1,NA,NA,NA,NA,NA,NA,0.69,0.414,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0,1,NA,NA,NA,0.41,0.827,25,NA,NA,NA,0.165,0,1
12481,"hots****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532,0.795,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322,0,1,NA,NA,NA,0.799,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799,0,1,NA,NA,NA,0.266,0.191,2,0.799,0,1,NA,NA,NA,NA,NA,NA,0.322,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.302,3,NA,NA,NA,0.445,0.604,9,NA,NA,NA,NA,NA,NA
12483,"tmdw****",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,0.758,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462,0.156,2,0.787,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,0.247,3,0.393,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462,0.156,2,NA,NA,NA,0.446,0.852,44,NA,NA,NA,0.393,0,1
12594,"rudw****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,0.826,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397,0,1,NA,NA,NA,NA,NA,NA,0.787,0,1,NA,NA,NA,0.27,0.348,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397,0.174,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0,1,0.613,0.725,18,NA,NA,NA,NA,NA,NA
12600,"gkse****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521,0.779,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,0,1,0.571,0,1,NA,NA,NA,0.065,0.191,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,0.302,3,NA,NA,NA,0.487,0.683,12,NA,NA,NA,NA,NA,NA
12601,"desp****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.638,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752,0,1,NA,NA,NA,0.416,0.851,16,NA,NA,NA,NA,NA,NA
12618,"godd****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,0.705,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838,0.197,2,NA,NA,NA,0.467,0.82,18,NA,NA,NA,0.744,0,1
12637,"lamp****",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856,0,1,0.856,0,1,NA,NA,NA,0.693,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642,0.724,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186,0,1,NA,NA,NA,0.642,0.202,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,0,1,NA,NA,NA,0.287,0.698,11,NA,NA,NA,NA,NA,NA
12649,"smoo****",NA,NA,NA,NA,NA,NA,0.651,0,1,NA,NA,NA,NA,NA,NA,0.764,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482,0.691,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.296,3,0.764,0,1,0.764,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,0,1,NA,NA,NA,0.764,0.187,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.651,0,1,0.764,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,0,1,NA,NA,NA,0.392,0.711,14,NA,NA,NA,NA,NA,NA
12678,"cabi****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486,0.837,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.302,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466,0.725,14,NA,NA,NA,NA,NA,NA
12722,"dudr****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.799,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771,0.269,3,0.655,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388,0.17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655,0.17,2,NA,NA,NA,0.507,0.789,25,NA,NA,NA,NA,NA,NA
12738,"mila****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817,0,1,NA,NA,NA,0.011,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.626,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817,0,1,NA,NA,NA,0.501,0.888,30,NA,NA,NA,NA,NA,NA
12754,"rhdw****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.801,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,0.185,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268,0,1,NA,NA,NA,0.505,0.773,18,NA,NA,NA,NA,NA,NA
12755,"doct****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546,0.793,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.699,0,1,NA,NA,NA,NA,NA,NA,0.77,0.314,3,0.449,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802,0,1,NA,NA,NA,0.314,0.686,11,NA,NA,NA,NA,NA,NA
12759,"gksk****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.638,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772,0,1,NA,NA,NA,0.772,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.891,32,NA,NA,NA,0.772,0,1
12761,"dalk****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689,0.605,7,NA,NA,NA,NA,NA,NA,0.265,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575,0.215,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752,0,1,NA,NA,NA,NA,NA,NA,0.752,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752,0.215,2,NA,NA,NA,0.254,0.715,10,NA,NA,NA,NA,NA,NA
12773,"seot****",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0,1,NA,NA,NA,NA,NA,NA,0.555,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534,0.843,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,0.192,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507,0.688,12,NA,NA,NA,NA,NA,NA
12794,"hant****",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584,0.648,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497,0.195,2,NA,NA,NA,NA,NA,NA,0.684,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,0.843,20,NA,NA,NA,NA,NA,NA
12803,"warm****",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.684,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739,0,1,NA,NA,NA,0.64,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822,0,1,0.531,0,1,NA,NA,NA,0.822,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291,0.762,13,NA,NA,NA,NA,NA,NA
